Unnamed: 0,Gene,pval_adj_SC,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chromosome Position,Total_Mutations
105623,SUB1,0,11467.40668,0.219978855,0.069518456,3.164323085,0.001554441,0.002160498,5p13.3,2
105649,LCN2,0,2444.809137,2.67303707,0.254405664,10.50698728,8.02152079604838e-26,3.3809511861376104e-25,9q34.11,1
105704,TYMS,0,457.31303,2.711888991,0.126268602,21.47714443,2.54689790586228e-102,1.1774646559487599e-100,18p11.32,1
105721,FGFBP2,0,399.8233753,-1.388158881,0.278633613,-4.982022332,6.29231709361129e-07,1.10129899432609e-06,,1
105642,ICAM1,0,3330.307652,1.650573602,0.144512382,11.42167601,3.25887871890546e-30,1.63978093629478e-29,19p13.2,4
105673,CHI3L2,0,4730.625359,2.334926341,0.193834254,12.04599442,2.03606114125777e-33,1.14624028920691e-32,1p13.2,3
105686,PTP4A2,0,14483.39163,-0.221479626,0.060786003,-3.643595794,0.000268856,0.000396667,1p35.2,2
105683,DSG3,0,3677.56538,1.519650418,0.312644435,4.860634789,1.17009942407184e-06,2.01757235105979e-06,18q12.1,7
105682,GJB2,0,1779.685496,4.659450185,0.198128383,23.51732809,2.71201558940734e-122,2.05662968768258e-120,13q12.11,2
105713,LY6D,0,541.8253579,3.404013031,0.325266863,10.46529302,1.2469014876631702e-25,5.218815868740321e-25,8q24.3,3
105712,BTG3,0,1925.318755,1.089458877,0.087556803,12.44288091,1.52888368116116e-35,9.30915972921548e-35,21q21.1,2
82847,NINJ2,0,353.2135684,0.681830108,0.131307496,5.192621352,2.0735362834452e-07,3.72533637364732e-07,12p13.33,3
82869,ARV1,0,1396.035729,0.740810962,0.076312086,9.707649226,2.79713645040568e-22,1.02965963041987e-21,1q42.2,2
82870,PLLP,0,648.119588,-0.947735875,0.113872365,-8.322790861,8.591596194650451e-17,2.48362761173065e-16,16q13,2
82873,PWP1,0,3497.896633,0.270132773,0.05275175,5.120830549,3.04192898472775e-07,5.4109446969207e-07,12q23.3,3
82842,HNRNPM,0,12711.05142,0.648037642,0.053719678,12.0633196,1.64995812693281e-33,9.33532781578674e-33,19p13.2,3
82875,METAP2,0,5191.47589,0.141771598,0.050405473,2.812623095,0.004913921,0.006552123,12q22,5
82844,TDG,0,1477.953825,0.782318486,0.061658017,12.6880255,6.8900946867382304e-37,4.42118249698193e-36,12q23.3,4
82846,GOLPH3L,0,3167.804412,0.329074298,0.062754979,5.243795846,1.57306251926164e-07,2.84885571970491e-07,1q21.3,2
82849,PDCL3,0,1460.487203,1.076571878,0.063784287,16.87832427,6.49627796206055e-64,1.05714664105253e-62,2q11.2,5
82883,NAE1,0,3066.941763,0.641093963,0.061406881,10.44009977,1.62639682812523e-25,6.773182015283411e-25,16q22.1,3
82853,TMEM179B,0,1268.896095,0.365639448,0.05957879,6.137074032,8.4055221377961e-10,1.720012241209e-09,11q12.3,1
82855,TSPAN15,0,3837.256168,-0.372859166,0.117795426,-3.165311065,0.001549172,0.002153487,10q22.1,2
105343,PSMB8,0,4402.586048,1.174331106,0.10447882,11.23989635,2.59687060283475e-29,1.25785305190577e-28,6p21.32,2
82885,SETD5,0,8098.556246,0.324344402,0.058623072,5.532709039,3.15322300828431e-08,5.94046903347829e-08,3p25.3,8
82887,SMC6,0,2679.728241,1.136663432,0.062887123,18.07466105,5.046451894143361e-73,1.08059404063655e-71,2p24.2,9
82858,VAV3,0,3779.751031,-0.370420587,0.16615264,-2.229399343,0.025787346,0.032246368,1p13.3,5
82891,RPL26L1,0,917.9941303,1.202926386,0.080193766,15.00024804,7.3145467454203e-51,7.76629185709097e-50,5q35.1,1
82826,FIP1L1,0,964.7058515,0.560637674,0.050110982,11.18792025,4.672650153688e-29,2.24572810242129e-28,4q12,6
82862,CCDC14,0,3492.249145,0.454819687,0.094515623,4.812111162,1.49344242357769e-06,2.55992015891732e-06,3q21.1,6
82865,PAFAH1B2,0,6844.447459,0.221706881,0.051968723,4.266159854,1.98866314454201e-05,3.16713630706258e-05,11q23.3,1
82850,ERP44,0,4836.227322,0.367714922,0.054671287,6.72592402,1.7448159834044298e-11,3.91945199128877e-11,9q31.1,1
82851,GSTO2,0,1206.023275,-0.486942959,0.162542869,-2.995781746,0.002737423,0.003730922,10q25.1,3
82823,CDCA7,0,1163.81666,3.088396343,0.132649719,23.28234358,6.69343253385504e-120,4.721330757152311e-118,2q31.1,5
82811,SMAP1,0,499.2270315,0.408633356,0.084519681,4.834771624,1.33298578435021e-06,2.29102080610437e-06,6q13,4
82471,NDUFA9,0,802.6825293,1.008107196,0.099472954,10.13448535,3.88413463440435e-24,1.5314633599605802e-23,12p13.32,4
82818,GTF2E2,0,1841.840756,0.54168045,0.079892072,6.780152719,1.2004891406701898e-11,2.71931341828788e-11,8p12,2
82829,MYL6B,0,1412.027408,0.727647044,0.097923193,7.43079367,1.079479859304e-13,2.69252477646991e-13,12q13.2,1
82830,PFKL,0,10062.84773,0.893641498,0.084876322,10.52874915,6.367496267110409e-26,2.69624328803311e-25,21q22.3,2
82867,PRKCSH,0,16859.43075,0.893560019,0.072726187,12.28663369,1.06864151444944e-34,6.308601875762129e-34,19p13.2,3
82878,MTPN,0,11796.84409,0.300692038,0.058003959,5.183991648,2.17186662876679e-07,3.89579591805532e-07,7q33,1
82838,NUP62,0,4266.211912,1.175835843,0.051222201,22.95558995,1.2957300434023598e-116,8.63190160163806e-115,19q13.33,5
82840,POLE4,0,1708.787339,0.374772688,0.08686694,4.314330482,1.60087317295778e-05,2.56637305283824e-05,2p12,1
82843,HNRNPAB,0,7828.690724,1.3946963,0.069424958,20.08926387,9.16101889876602e-90,3.05144632971745e-88,5q35.3,1
82809,DCTN6,0,959.8922986,-0.388868376,0.070760234,-5.49557783,3.89433139327633e-08,7.29939840869478e-08,8p12,2
82778,PAXBP1,0,2056.302016,0.285451843,0.073156238,3.901948082,9.54216271090207e-05,0.000145264,21q22.11,10
105370,PSME1,0,8327.006836,0.440628674,0.080513161,5.472753346,4.43096638644262e-08,8.28582076903392e-08,14q12,2
105415,FXYD5,0,8512.457047,1.393920034,0.118028596,11.81001957,3.46480636432717e-32,1.87572728290015e-31,19q13.12,4
105357,CLIC1,0,17654.23525,0.852661405,0.06575426,12.96739411,1.8729000015573e-38,1.27328611657357e-37,6p21.33,2
82833,EIF2S1,0,5074.674364,0.321529923,0.065364234,4.91904979,8.69653482074215e-07,1.51038034824621e-06,14q23.3,2
105362,JUN,0,22786.66455,-1.337256745,0.118471172,-11.28761304,1.51084038720193e-29,7.39652555980001e-29,1p32.1,4
105364,DNAJA1,0,12762.60491,0.820242239,0.059356864,13.81882715,1.96241133817676e-43,1.59334845257128e-42,9p21.1,2
50679,RHEB,0,4640.034211,0.940821093,0.061007531,15.42139259,1.17542129414445e-53,1.3577142052652301e-52,7q36.1,1
50709,GNLY,0,451.4016157,0.887391053,0.166561038,5.327722869,9.94517107236799e-08,1.82347144681243e-07,2p11.2,2
50713,GZMA,0,403.3543301,1.688013008,0.161778315,10.43411169,1.73226344692328e-25,7.20780882512905e-25,5q11.2,5
50624,GGCT,0,2079.126821,1.72499717,0.108325662,15.92417848,4.30632487630198e-57,5.68233487460315e-56,7p14.3,3
82798,LRRC41,0,5997.593284,0.519959618,0.050057512,10.38724453,2.83422960997789e-25,1.16790226153427e-24,1p34.1-p33,10
82476,SGCB,0,4135.551551,-0.833341998,0.09759773,-8.538538712,1.35929854472307e-17,4.07301294378523e-17,4q12,4
82477,CHMP2A,0,4940.904258,0.20451207,0.089511121,2.284767165,0.022326484,0.028100951,19q13.43,2
82483,HNRNPDL,0,12660.29844,-0.314505051,0.044325998,-7.095272898,1.29096486221979e-12,3.06123493345061e-12,4q21.22,6
82453,CBX1,0,5671.357901,0.900596438,0.065795856,13.68773792,1.20193099702131e-42,9.50938066344363e-42,17q21.32,3
82454,MRPL11,0,2333.82321,0.997520605,0.072491106,13.76059307,4.3990327827895096e-43,3.5269470526786295e-42,11q13.2,4
50748,RUNX3,0,1822.644761,1.181525953,0.128569498,9.189784318,3.93629815064007e-20,1.3150237910182901e-19,1p36.11,1
82816,FH,0,5519.579587,0.942340745,0.080506327,11.70517616,1.1990994992188702e-31,6.3515176261356e-31,1q43,3
82834,ACAA2,0,4190.270984,-0.700491323,0.111507915,-6.281987478,3.3427177833346903e-10,6.99535159152043e-10,18q21.1,3
82835,DCAF10,0,3531.23472,0.161732579,0.06684953,2.419352504,0.015548165,0.019863303,9p13.2,2
82836,ST14,0,11011.95382,1.788895583,0.134757131,13.27496045,3.2344180590677798e-40,2.33379258673465e-39,11q24.3,5
82806,CSTF3,0,1644.106345,1.089336908,0.071602302,15.21371357,2.86801797138778e-52,3.16240188500264e-51,11p13,10
82807,PNKD,0,2974.23422,1.059808909,0.07681401,13.79707834,2.65392455833489e-43,2.14302174142312e-42,2q35,4
82488,POLR2G,0,3225.487803,0.754645398,0.056288705,13.4066933,5.52477445852471e-41,4.10846212252927e-40,11q12.3,1
82460,SELENOT,0,5158.88892,0.268834729,0.058088643,4.628008455,3.69198948194127e-06,6.16703031521201e-06,3q25.1,2
82461,VGLL4,0,3289.39183,0.348259806,0.07945301,4.383217261,1.16939386927197e-05,1.89077960356076e-05,3p25.3-p25.2,4
82462,EXOSC5,0,1307.780767,1.275726833,0.093976084,13.57501582,5.6331539758280186e-42,4.35445979775328e-41,19q13.2,1
82464,MRPS25,0,1625.19015,0.298045205,0.070647102,4.218788843,2.45618166951335e-05,3.89006946601314e-05,3p25.1,1
50722,KLRD1,0,266.3444701,0.408310933,0.133571323,3.056875706,0.00223657,0.003068347,12p13.2,2
50745,CTSW,0,346.0851791,1.075073485,0.160786846,6.686327328,2.2884086842915296e-11,5.1094389639028594e-11,11q13.1,1
50731,CCL4,0,581.2182585,0.338258601,0.15810375,2.139472349,0.032397433,0.040161346,17q12,1
50752,CD247,0,396.611461,1.100378491,0.139540845,7.885708966,3.12754746812956e-15,8.378263854165561e-15,1q24.2,1
50754,PLAAT4,0,3383.312665,0.499377795,0.171999571,2.903366517,0.003691743,0.004978197,11q12.3,2
50733,PRF1,0,549.2081562,0.888085235,0.148901507,5.964246101,2.4576609088212503e-09,4.920451027511691e-09,10q22.1,6
50737,CST7,0,359.6495906,1.46665212,0.137038738,10.70246369,9.91075148512551e-27,4.36018523259844e-26,20p11.21,3
105479,FDCSP,0,9888.597204,3.389813791,0.351531374,9.642990769,5.26317577260033e-22,1.91140053706436e-21,4q13.3|4q13,2
49934,UFC1,3.28075539028868e-309,6322.099829,1.090362878,0.069401257,15.71099614,1.27165214355195e-55,1.578131825756e-54,1q23.3,1
82901,PRCC,5.24372696290496e-309,4873.069965,1.32823018,0.055926868,23.74941093,1.11424565479472e-124,8.72568046240469e-123,1q23.1,4
82902,MRPS9,7.21390950594717e-309,908.5896343,0.555253859,0.073856055,7.518054653,5.5597262991891e-14,1.40464720537585e-13,2q12.1,1
106438,RHBDD2,2.325013212709183e-308,4640.722462,0.632247363,0.065678051,9.626463464,6.18205637028887e-22,2.2349525818798202e-21,7q11.23,1
106440,PROM2,3.478082042429306e-308,5536.752978,0.734441711,0.178710882,4.109664195,3.96234894610739e-05,6.19371247189314e-05,2q11.1,8
30529,CEP170,3.824339295667294e-308,2168.505342,0.790009674,0.087052773,9.075066133,1.1360848837765502e-19,3.73235009933851e-19,1q43,19
106442,EIF4H,4.1775490902941046e-308,13900.50035,0.172200803,0.04744857,3.629209565,0.00028429,0.000418603,7q11.23,3
106443,YWHAB,5.311015831195033e-308,21652.96161,0.292413289,0.049749107,5.877759566,4.1585633147408e-09,8.226229070689451e-09,20q13.12,3
82906,FANCL,6.12283757260369e-308,973.5692821,0.659699362,0.070428911,9.366882895,7.470619949359571e-21,2.57743776925756e-20,2p16.1,2
82907,IFNAR1,6.783609245344577e-308,6236.550991,-0.212503064,0.062805567,-3.383506832,0.000715664,0.001020797,21q22.11,5
82909,PGM1,2.5995495118184478e-307,7321.672564,-0.546506538,0.129001813,-4.236425246,2.27106481847662e-05,3.6043220785253e-05,1p31.3,3
106445,CEP55,5.076676836948201e-307,1552.701648,4.473655756,0.131911728,33.91401076,4.14081850832653e-252,3.61117017730695e-249,10q23.33,4
96032,EGR2,9.250214398133837e-307,3447.878522,-2.113730552,0.157762212,-13.39820557,6.19427409060052e-41,4.59742138113198e-40,10q21.3,4
82911,ANAPC5,1.0633187233150571e-306,7515.150377,0.282295104,0.049070289,5.752872203,8.7739813418208e-09,1.70554818666843e-08,12q24.31,8
82912,FAM32A,1.4699325165374267e-306,4631.862833,0.509970152,0.053538771,9.525249523,1.64645904227109e-21,5.85089149564979e-21,19p13.11,1
106447,EFNB2,1.9921033345048586e-306,1531.177255,-0.237125379,0.102354138,-2.31671513,0.020519255,0.025915504,13q33.3,2
106449,RBMS1,3.623223194933448e-306,5841.940685,-0.275111526,0.068281991,-4.029049567,5.60028103617396e-05,8.65321671579557e-05,2q24.2,5
106451,TM4SF18,4.4008854480772256e-306,2150.805037,-1.109064204,0.119168358,-9.306700417,1.31865181182616e-20,4.508135007429929e-20,3q25.1,1
106453,NSDHL,5.4206648829960045e-306,1718.921779,0.833278118,0.071976983,11.57700812,5.38943259455249e-31,2.78936211920918e-30,Xq28,7
82913,RPL7L1,2.2406524906768072e-305,9382.053998,0.781488323,0.076857209,10.16805487,2.75352320932843e-24,1.0912847819495e-23,6p21.1,1
106454,BAIAP2,2.4789057788947257e-305,1906.373722,0.565211437,0.099979953,5.65324766,1.57444191473128e-08,3.0180080503581e-08,17q25.3,2
106455,CCNQ,2.797390866925861e-304,1243.326144,1.370978978,0.083766894,16.36659671,3.31225341162862e-60,4.83261550992446e-59,Xq28,5
82918,GATA3,4.397050351546477e-304,7118.973502,-1.026346969,0.193439175,-5.305786523,1.12188193066111e-07,2.05075514552386e-07,10p14,127
59070,BANK1,5.120842403129093e-304,412.8395337,-0.6769967,0.219300274,-3.087076402,0.002021356,0.002785244,4q24,8
49916,FNDC3B,6.136329907826081e-304,8466.478868,0.307669987,0.092598173,3.322635598,0.000891713,0.001263452,3q26.31,9
82919,GID8,7.390435585686126e-304,5901.255215,0.656728612,0.053829011,12.20027273,3.0978462288991597e-34,1.80106902265634e-33,20q13.33,2
30532,LACTB,7.892159867943588e-304,1099.605332,0.350277976,0.075253634,4.654632031,3.24559808291691e-06,5.44318573591292e-06,15q22.2,3
82920,MPHOSPH10,7.94197133382714e-304,3240.57338,0.836539101,0.055471755,15.08045132,2.17775210765048e-51,2.3460051621214e-50,2p13.3,5
115332,GPBP1,8.937997568774364e-304,6157.35595,-0.242225055,0.046909205,-5.16369984,2.42115833232607e-07,4.33162474487206e-07,5q11.2,3
105332,MX1,1.024520304676292e-303,7299.352115,1.968005691,0.157121756,12.52535448,5.4248432670808297e-36,3.36613980990339e-35,21q22.3,8
106456,RAP2B,1.5239404131256612e-303,3414.529523,1.090335729,0.069090749,15.7812116,4.190659629631828e-56,5.3246354737825395e-55,3q25.2,2
106457,GLCE,1.5808727123252932e-303,2579.490225,-0.319376524,0.077626972,-4.114246854,3.88445576662673e-05,6.07343886712579e-05,15q23,8
50758,APOBEC3G,1.807550795570909e-303,908.624942,0.531605207,0.120557755,4.409547994,1.03586600269348e-05,1.68011878668334e-05,22q13.1,3
30533,CAPZA2,7.876718094745465e-303,6633.565438,-0.331009364,0.068004923,-4.867432379,1.1305749690799e-06,1.95117489941233e-06,7q31.2,5
30534,ENG,1.1843110162965544e-302,8193.652045,-0.407392241,0.10817554,-3.766029189,0.000165864,0.000248693,9q34.11,8
106458,GTPBP6,1.381598363159599e-302,2343.60444,0.336572142,0.098677622,3.410825428,0.000647665,0.000926768,X;Y,2
82922,TMF1,1.7699134645011738e-302,2808.755417,-0.189274284,0.066980659,-2.825805052,0.004716196,0.006300302,3p14.1,7
82923,EIF3M,3.3967495560642913e-302,7214.072072,0.443264339,0.07056363,6.281767793,3.3474457929420903e-10,7.004481948237201e-10,11p13,2
82924,PIK3R1,3.672476084858765e-302,14674.40561,-1.518030653,0.108992345,-13.92786487,4.28988988154459e-44,3.56765614509382e-43,5q13.1,32
82925,AKT1S1,6.505647072048808e-302,3084.299587,0.64087387,0.073237076,8.750675251,2.12079868620928e-18,6.60224624267585e-18,19q13.33,1
30536,SLAMF8,1.0586779243874112e-301,244.3695585,2.359432979,0.161761891,14.5858395,3.45643776385014e-48,3.3290770550817704e-47,1q23.2,1
96035,TOB2,2.2996772038968347e-301,5485.877529,-0.457162144,0.071587788,-6.386035315,1.70241702050281e-10,3.62434231639668e-10,22q13.2,1
82929,NOL10,2.793881454092821e-301,2030.639897,0.948372513,0.059666193,15.89463766,6.902642116834199e-57,9.03370338701098e-56,2p25.1,7
30537,GLRX,5.0725079656815495e-301,1652.061838,0.482780165,0.112817758,4.2792923,1.87488505132999e-05,2.99114789579389e-05,5q15,2
82930,SNRPA,7.2209610559991985e-301,3222.680949,1.067050317,0.075508575,14.13151173,2.4287396499795602e-45,2.09994587311888e-44,19q13.2,2
82931,GMPR,1.620138619048601e-300,737.0335436,0.930914799,0.141610699,6.573760344,4.90601744380522e-11,1.07614473836139e-10,6p22.3,4
82932,SLC39A7,2.2585879989282186e-300,11368.61434,1.32003562,0.078121212,16.89727525,4.71182148399131e-64,7.68716045849126e-63,6p21.32,6
82933,PSPC1,4.464823205429617e-300,2457.250756,0.581156021,0.063919833,9.091951562,9.72770334799259e-20,3.20349667755898e-19,13q12.11,5
106464,FASTK,4.482612532878116e-300,3440.22506,0.933045705,0.096692233,9.649644793,4.93262878869244e-22,1.7940742358266e-21,7q36.1,5
30538,FERMT3,5.8692851687740503e-300,1430.498002,1.205236697,0.135666765,8.883802122,6.46131773349216e-19,2.0551532167569698e-18,11q13.1,9
82936,SKIL,8.194442658070827e-300,4549.47816,0.670830546,0.088609841,7.570609963,3.7147583149064e-14,9.464987122150621e-14,3q26.2,6
82937,GRHL1,8.202495138862614e-300,3321.145714,0.488319507,0.143616719,3.400157805,0.00067347,0.000962257,2p25.1,3
82939,ECHDC1,1.2664169053626504e-299,4185.453459,-0.40378605,0.114476693,-3.527233712,0.000419926,0.000609848,6q22.33,6
30539,IFNGR1,1.8088050648642127e-299,7879.918586,-0.374509123,0.079345556,-4.719976053,2.35872409836679e-06,3.98823306171369e-06,6q23.3,2
82940,CA2,2.3590930980428761e-299,1847.982585,-0.40721497,0.179136631,-2.273208827,0.023013599,0.028917343,8q21.2,2
82941,EIF4E2,3.7591620858956126e-299,3562.112192,0.601407406,0.056543771,10.63613904,2.0234105166312696e-26,8.75138732463651e-26,2q37.1,3
82942,HLCS,5.83075354435262e-299,2442.991381,0.398660594,0.06050616,6.588760406,4.43513825440252e-11,9.76056005379293e-11,21q22.13,2
82944,SLC25A33,1.3070145503726988e-298,1089.245449,0.231010684,0.098934561,2.334984677,0.019544221,0.02473779,1p36.22,1
82945,CTDSP2,1.4620364399899273e-298,16929.14507,-0.739380279,0.059407883,-12.44582779,1.47348741261836e-35,8.980409624680998e-35,12q14.1,1
82946,RAB14,1.4620364399899273e-298,8144.816701,-0.272284684,0.055982885,-4.86371296,1.15203948265761e-06,1.9871464096259e-06,9q33.2,4
30540,SPRED1,3.177704471217294e-298,3594.85501,-0.273955211,0.079034117,-3.46629051,0.000527693,0.000759855,15q14,6
106469,ING2,1.5498548025213533e-297,611.0282515,0.204496539,0.06402717,3.193902532,0.001403635,0.001957221,4q35.1,1
30542,SH3BGRL,1.6780748266499878e-297,9933.858626,-0.598556118,0.087567441,-6.835372925,8.17919740735619e-12,1.86861254414784e-11,Xq21.1,3
82949,IL17RC,2.71794586287029e-297,2131.073426,0.64761862,0.090618051,7.146684504,8.88988768318593e-13,2.12246621564964e-12,3p25.3|3p25.3-p24.1,3
82950,PNN,3.410059385194468e-297,5660.766567,0.267449239,0.056181956,4.760411631,1.93198513245881e-06,3.28404950397401e-06,14q21.1,6
30543,GNAQ,9.018695324912215e-297,6770.802424,-0.70759516,0.077002211,-9.189283608,3.9546625631006005e-20,1.32092889860111e-19,9q21.2,2
50760,GZMH,4.3561822303303826e-296,157.9351301,0.872246685,0.168615239,5.173000333,2.30364602937488e-07,4.12754508027516e-07,14q12,3
82953,TM2D1,4.7063572959057384e-296,1322.52151,-0.142449848,0.055700456,-2.557426963,0.01054497,0.013664446,1p31.3,1
82955,EEF1AKMT4,8.936201839535801e-296,394.2241463,3.20030795,0.113081759,28.30083276,3.375291035312989e-176,6.2267628657226e-174,3q27.1,1
67602,CDH11,1.4076792690636381e-295,3919.72047,1.020507073,0.118461692,8.614658909,7.01501242487295e-18,2.1326260241421705e-17,16q21,7
82956,IAH1,1.6491320854707577e-295,1923.776542,0.331104955,0.080155524,4.130781487,3.61532108214747e-05,5.66741974688139e-05,2p25.1,1
106471,AQP3,2.493192302090773e-295,3403.727122,0.97950609,0.223346688,4.385585926,1.15673983494543e-05,1.87110787229264e-05,9p13.3,3
82958,ACAT1,4.369236590375004e-295,3441.017799,-0.947616743,0.119730208,-7.914600358,2.48048567453994e-15,6.680319785474921e-15,11q22.3,3
106472,TCEA1,5.679794066658012e-295,4856.556287,0.562017016,0.064277211,8.743643473,2.2571094026607e-18,7.01407531575123e-18,8q11.23,4
106474,BZW2,1.5440433119857824e-294,4495.065657,0.973530707,0.088377105,11.01564377,3.21231961231349e-28,1.49120648637422e-27,7p21.1,1
96041,SLC25A39,1.91146887315562e-294,7409.733498,1.403423254,0.077041934,18.2163554,3.82819136454881e-74,8.51073922598303e-73,17q21.31,2
82960,TIPRL,5.765266300790149e-294,4022.312832,1.074370319,0.062117057,17.29589866,5.0509173018059804e-67,9.07367971464884e-66,1q24.2,4
96043,S100B,5.964107853471737e-294,3540.81889,-0.594563125,0.220880477,-2.691786672,0.007107039,0.009349033,21q22.3,2
49886,UQCC2,6.188266367269622e-294,1718.330173,1.399610952,0.082305968,17.00497533,7.54369330496902e-65,1.25636544921125e-63,6p21.31,1
30544,GK,1.2940671973609086e-293,336.5559571,1.004938218,0.080249187,12.52272147,5.6078787618387e-36,3.47634125766195e-35,Xp21.2,5
30545,PICALM,1.5933206641462726e-293,14008.95534,-0.279134484,0.062356694,-4.476415686,7.59066249481046e-06,1.24081494952231e-05,11q14.2,5
82962,EMC8,1.9920966627742907e-293,1451.594338,0.924100087,0.058497383,15.79728948,3.24784018513517e-56,4.1349078826810396e-55,16q24.1,1
106476,TENT5B,2.1177137175234727e-293,1298.173681,-0.83080306,0.158464779,-5.242824733,1.58136738415252e-07,2.8632010379188e-07,1p36.11,1
82964,MAPK13,3.668196156764516e-293,4700.36263,0.837170183,0.096471777,8.677876635,4.03226068078554e-18,1.2387982933795201e-17,6p21.31,2
30546,TLR2,3.695488091592345e-293,1639.775661,0.6009752,0.127124046,4.727470664,2.27333895160172e-06,3.84860858779058e-06,4q31.3,6
115325,RSRP1,4.0402215786328317e-293,2327.899713,-0.212628397,0.084548453,-2.51487033,0.011907617,0.015359657,1p36.11,2
82965,PSMD12,4.828924872872253e-293,4412.064602,0.817478555,0.062582516,13.06241123,5.39902163171652e-39,3.73416110404157e-38,17q24.2,3
96046,CCDC85B,6.634637509464736e-293,911.957812,1.188491885,0.16200825,7.335996077,2.20078466958899e-13,5.41336598342748e-13,11q13.1,1
82966,STK25,1.2268107217948128e-292,4853.856222,0.438883373,0.068092976,6.445354558,1.15330478857585e-10,2.47619803867685e-10,2q37.3,4
106478,ANXA11,2.103263101653869e-292,11682.52296,-0.54680699,0.075251254,-7.266417001,3.69147851758175e-13,8.97196691643318e-13,10q22.3,2
73485,PDK1,2.976720628724962e-292,1883.782817,0.884458909,0.09470963,9.33863754,9.75816743163354e-21,3.35399857297243e-20,2q31.1,2
106480,STEAP1,5.475502441022974e-292,936.9675139,-0.888137381,0.134972492,-6.580136202,4.70017507850456e-11,1.03189791802481e-10,7q21.13,4
82968,NOP58,5.969818064792547e-292,3676.859746,1.100362435,0.065198901,16.87700884,6.64263125313804e-64,1.08004680697209e-62,2q33.1,4
82971,SUPT5H,3.122957938264096e-291,9620.455646,0.909434669,0.070403073,12.91754229,3.5840762020198503e-38,2.40602120405714e-37,19q13.2,14
82972,ATF1,3.882849129106344e-291,1267.447393,-0.15249868,0.059836042,-2.54860907,0.010815346,0.014002512,12q13.12,2
115324,YPEL5,4.287101211268129e-291,6062.307224,-0.447714476,0.058308047,-7.678433762,1.6104539140582e-14,4.1759925388729e-14,2p23.1,2
82973,AKR1C3,4.944251965823395e-291,3732.438986,-1.365364877,0.217578582,-6.27527244,3.49022603587914e-10,7.29052550074874e-10,10p15.1,1
106481,CENPF,5.0780183876857566e-291,7228.18636,4.245062481,0.131755479,32.21924824,9.4887446695089e-228,4.44026963973653e-225,1q41,18
82974,PREB,5.303659452177988e-291,4198.271398,0.567357185,0.061670981,9.199743085,3.5880660480726204e-20,1.201407246044e-19,2p23.3,3
106482,TRAP1,5.701192264846028e-291,2871.057558,0.627474275,0.081244105,7.723320672,1.13337562436295e-14,2.9601068239896e-14,16p13.3,3
106483,INO80C,1.0939137874063798e-290,579.3642951,0.433031666,0.074041738,5.848480569,4.9608357926531906e-09,9.76491182085196e-09,18q12.2,1
82975,UBE2J2,1.534372876149501e-290,2453.55925,0.684955467,0.068769676,9.960137978,2.27746416646887e-23,8.73035514442992e-23,1p36.33,2
103,FBLN2,1.862216908272527e-290,16779.59351,-1.010633267,0.173648786,-5.81998463,5.8853039077982315e-09,1.15384672772345e-08,3p25.1,7
82980,ALKBH2,4.1504399968734645e-290,992.3477342,0.85969897,0.089749139,9.578910485,9.80740178129662e-22,3.5131592713957605e-21,12q24.11,2
106486,VSNL1,4.3087883640020056e-290,853.6232886,1.052884347,0.18983953,5.54618076,2.91976977962014e-08,5.50985570884155e-08,2p24.2,1
82982,HBS1L,5.97114301991209e-290,4152.597398,0.559658813,0.078093285,7.16654205,7.69157821756108e-13,1.84302010343608e-12,6q23.3,5
82985,MRPL40,1.0203339363078343e-289,1722.949045,0.225233818,0.075754124,2.973221855,0.002946914,0.004005915,22q11.21,5
67604,LHFPL6,1.8698754962730162e-289,5064.840661,-2.377117272,0.109172413,-21.77397395,4.09537775319291e-105,2.0303337874098e-103,13q13.3-q14.11,1
106488,CDCA3,6.130519274860262e-289,1039.871354,4.343926887,0.120248659,36.12453511,9.34451539375786e-286,2.9880645390773e-282,12p13.31,2
82988,IRX3,6.145725958069328e-289,4033.729022,0.35463283,0.142647466,2.486078723,0.012915939,0.016607815,16q12.2,2
105325,HSPA5,7.124892888961612e-289,39754.09619,0.990542136,0.061788653,16.03113348,7.74569440066576e-58,1.0428694229556e-56,9q33.3,9
82989,NXPH4,1.69829270629719e-288,453.0345324,3.379550266,0.204202703,16.54997809,1.60160918853245e-61,2.42529391406343e-60,12q13.3,1
82992,CCNC,1.8412039695730897e-288,3528.211837,0.724205339,0.06594642,10.98172334,4.67911219397502e-28,2.15957292647594e-27,6q16.2,1
82993,NCL,3.1352936735172466e-288,41358.57597,0.774657068,0.051746404,14.97025888,1.14873229009677e-50,1.2136331342399e-49,2q37.1,13
30554,PNRC1,4.857125339560623e-288,7580.494719,-0.214380363,0.073057137,-2.934420538,0.003341711,0.004520168,6q15,4
82994,KMT5C,5.0707265218438384e-288,559.1275729,0.875672791,0.089707738,9.761396443,1.6486919200663398e-22,6.13495018975811e-22,19q13.42,1
82996,CHCHD3,7.784235512532447e-288,3223.239311,0.703991049,0.080933588,8.698379374,3.36657412783004e-18,1.0371080799060201e-17,7q32.3-q33,3
82997,MBD4,9.484184506927504e-288,2687.432225,0.628783397,0.060095226,10.46311726,1.27587675249178e-25,5.33659720368591e-25,3q21.3,3
67606,CPE,2.2149097304743897e-287,7597.770161,-1.813127946,0.124471056,-14.56666321,4.57707662436811e-48,4.38859530810228e-47,4q32.3,3
